protein_seq_id,n_peptides,n_modified_sites
698238,1,1
698244,1,1
698590,1,0
698594,1,0
698711,1,1
698725,1,1
698791,1,2
698851,1,2
699215,1,1
699325,1,2
699378,1,1
699406,1,1
699579,1,4
699634,1,1
699771,1,2
699896,2,5
700050,1,3
700177,1,1
700247,1,2
700255,1,1
700260,1,1
700262,1,1
700339,1,1
700490,1,2
700584,1,2
700593,1,1
700807,1,2
700837,1,1
700956,1,2
701064,1,2
701075,1,1
701104,1,1
701155,1,1
701201,1,1
701238,1,2
701318,1,0
701330,1,3
701343,1,1
701359,1,4
701393,4,6
701423,1,2
701432,1,1
701478,1,2
701517,1,1
701518,1,2
701533,3,14
701535,1,3
701536,1,1
701565,1,3
701593,1,1
701595,2,2
701617,1,1
701619,1,1
701620,2,2
701641,1,1
701742,2,3
701748,1,1
701773,1,1
701784,1,1
701846,1,2
701906,1,2
701986,1,1
702000,1,2
702088,1,1
702125,1,1
702144,2,0
702152,1,2
702213,1,2
702338,1,1
702404,1,1
702447,1,0
702457,1,1
702546,1,1
702796,2,4
702871,1,2
702901,1,3
702978,2,4
703010,1,2
703027,4,8
703092,1,2
703132,2,5
703148,1,3
703174,1,2
703207,1,1
703220,1,3
703223,1,2
703284,1,3
703305,1,2
703331,1,1
703374,1,1
703435,1,2
703494,1,6
703506,1,1
703536,1,1
703561,1,2
703582,3,7
703640,1,1
703700,1,2
703800,1,3
703816,1,1
703817,1,1
703912,1,1
703929,1,2
703973,1,1
703983,1,2
704206,1,1
704221,1,2
704224,2,5
704245,1,1
704252,1,1
704255,1,2
704258,1,3
704302,1,1
704304,1,3
704351,1,1
704376,2,2
704404,1,2
704448,1,6
704871,1,3
704912,1,2
704999,1,2
705240,1,3
705242,1,2
705673,1,0
705705,1,1
705762,1,1
705830,1,2
705884,2,2
705933,1,3
705973,1,1
706041,1,2
706075,1,4
706220,1,2
706260,1,2
706263,1,3
706424,1,3
706558,1,2
706559,1,2
706606,1,1
706619,1,1
706636,1,1
706716,1,0
706781,1,0
706824,2,6
706837,1,1
706866,1,1
706911,1,1
707160,1,1
707195,1,0
707290,1,1
707294,1,3
707476,1,3
707489,1,1
707496,1,0
707497,1,5
707530,3,4
707532,2,3
707541,1,4
707552,1,1
707561,1,3
707706,1,3
707740,3,5
707741,1,1
707745,1,1
707756,1,3
707770,2,8
707794,1,1
707823,1,2
707827,2,9
707846,2,4
707893,1,1
707997,1,1
708109,1,1
708324,1,2
708326,1,1
708385,1,3
708409,1,4
708413,1,1
708503,1,0
708524,3,5
708526,1,2
708535,1,2
708536,2,2
708543,1,8
708549,1,1
708551,1,1
708566,1,1
708589,1,1
708600,1,1
708626,2,2
708701,2,4
708710,1,2
708744,1,2
708793,2,2
708794,1,1
708873,1,2
708909,5,14
709002,1,6
709013,2,3
709014,2,3
709025,1,2
709047,1,2
709077,1,2
709083,1,1
709205,1,4
709218,1,2
709257,3,3
709277,1,2
709301,1,2
709316,5,10
709317,3,3
709357,1,4
709378,2,7
709412,2,4
709436,1,0
709444,1,0
709445,1,2
709580,1,1
709582,1,1
709634,2,2
709640,1,0
709642,1,1
709649,1,2
709651,1,2
709660,6,14
709662,2,3
709663,2,2
709700,1,3
709712,1,4
709714,1,2
709740,1,3
709741,2,4
709744,1,4
709801,1,1
709816,2,2
709818,2,3
709826,4,7
709829,1,1
709831,2,6
709833,2,2
709837,1,1
709838,2,6
709884,1,1
709930,1,1
709935,1,1
709951,1,1
709953,1,2
709958,1,1
710095,1,1
710097,3,3
710125,1,1
710145,1,1
710166,1,1
710177,3,4
710241,3,10
710287,1,2
710307,4,11
710308,1,1
710318,1,1
710367,1,2
710369,5,10
710432,1,1
710575,1,2
710608,1,2
710646,1,2
710695,1,1
710741,2,4
710742,4,15
710744,5,34
710840,2,2
710923,2,10
710925,1,4
710929,2,2
710931,1,0
710961,1,1
710975,1,0
711002,1,1
711143,1,1
711320,1,1
711569,1,0
711679,1,0
711767,1,1
711938,1,4
712142,1,2
712305,2,3
712536,1,2
712618,1,1
712967,1,1
713380,4,6
713393,1,3
713422,1,2
713461,3,7
713508,1,2
713540,1,2
713751,1,1
714124,1,1
714404,1,2
714494,1,3
714759,1,1
714763,1,3
715068,1,2
715077,1,1
715122,1,0
715123,1,1
715269,1,1
715567,1,2
715859,1,1
715926,1,1
716051,1,2
716194,1,2
716236,1,2
716252,1,2
716366,1,3
716437,1,0
716504,1,2
716571,1,1
716600,1,1
716601,1,1
716842,1,1
716923,1,3
717230,2,2
717270,1,0
717306,1,3
717377,1,2
717419,1,2
717760,1,1
717961,1,1
717987,1,1
718015,1,2
718457,1,1
718664,1,1
718701,1,1
718770,1,1
718774,1,1
718812,1,1
718846,2,1
719079,1,2
719294,1,2
719491,1,0
719593,1,1
719602,1,2
719626,1,0
719667,1,1
720017,2,9
720052,1,1
720068,1,3
720139,1,1
720397,1,1
720635,1,1
720735,1,0
720955,1,0
721099,1,1
721148,1,2
721151,1,2
721327,1,0
721366,1,1
721390,1,1
721455,2,10
721473,1,4
721496,1,1
721512,1,1
721513,1,3
721525,1,1
721541,1,3
721579,1,0
721593,1,2
721669,1,2
721689,1,1
721727,1,2
721921,3,1
721943,2,4
721977,1,1
721987,1,1
722056,1,1
722118,1,2
722121,1,1
722122,1,1
722123,1,2
722124,2,9
722126,1,0
722134,1,1
722195,1,1
722245,1,1
722305,1,1
722307,2,8
722328,1,1
722441,1,0
722557,1,0
722572,1,5
722575,1,2
722579,1,4
722625,1,4
722661,1,1
722667,1,3
722681,1,2
722705,2,9
722723,1,1
722737,1,1
722823,6,9
722873,1,3
722876,2,9
722896,1,1
722985,1,1
722998,1,6
723001,2,3
723094,1,2
723139,1,4
723141,1,2
723171,2,14
723178,1,1
723304,1,2
723307,1,0
723349,1,0
723351,1,3
723353,2,6
723372,1,0
723386,3,3
723393,3,4
723404,2,4
723416,1,2
723456,1,1
723559,1,6
723560,2,6
723610,1,1
723641,1,1
723646,1,1
723647,1,1
723735,1,1
723746,1,1
723758,1,4
723827,1,2
723893,1,1
723902,1,1
723930,1,5
723933,2,2
723936,1,0
723989,1,0
724041,1,1
724076,1,2
724096,1,1
724107,1,1
724124,1,3
724172,1,1
724179,1,1
724187,1,0
724188,1,1
724191,1,1
724192,1,1
724193,1,0
724220,1,1
724224,1,1
724235,1,2
724247,1,2
724288,2,3
724289,1,1
724292,5,12
724294,2,3
724313,1,1
724317,2,6
724523,1,3
724524,1,3
724530,1,0
724560,1,5
724566,1,1
724604,1,4
724647,1,0
724704,1,2
724728,1,2
724747,4,10
724821,1,2
724875,1,2
724912,1,2
724913,1,0
724915,1,1
724918,1,4
724927,1,0
724959,1,2
724972,1,1
724978,2,1
725042,1,1
725055,1,2
725092,1,3
725104,1,2
725173,1,2
725255,1,1
725283,1,3
725355,1,0
725356,1,5
725362,1,1
725375,1,1
725383,1,0
725398,2,1
725445,1,2
725492,1,2
725519,1,1
725536,1,1
725543,1,1
725563,1,1
725606,1,3
725629,1,1
725657,1,2
725685,1,2
725759,2,4
725760,2,4
725767,1,4
725780,1,2
725903,1,0
726086,1,1
726121,1,1
726137,1,1
726456,1,2
726585,1,1
726685,6,22
726829,1,2
726904,1,1
726950,1,0
727001,1,3
727074,1,1
727222,1,1
727259,1,1
727396,1,0
727443,1,1
727577,1,1
727638,1,1
727866,1,1
728115,1,1
728118,1,2
728143,1,1
728154,1,1
728195,2,3
728354,1,2
728400,1,1
728551,1,1
728555,1,1
728735,1,2
728741,1,0
729031,1,0
729142,1,1
729167,1,2
729206,1,3
729289,1,1
729595,1,1
729612,1,1
729667,1,2
729859,1,2
729867,1,1
730005,1,1
730307,1,4
730341,1,1
730422,1,1
730479,1,7
730499,1,1
730555,1,3
730586,1,1
730719,1,1
730778,1,3
731117,1,1
731368,1,0
731500,1,0
731551,1,1
731565,1,1
731610,1,0
731649,1,1
731719,1,1
731776,1,2
732208,1,2
732270,1,0
732285,1,0
732535,1,1
732608,1,2
732648,1,0
732650,1,1
732770,1,3
732774,1,1
732938,1,2
732941,1,2
733048,1,1
733137,1,2
733162,1,1
733258,1,1
733313,2,6
733314,1,2
733317,2,6
733322,2,6
733325,2,6
733326,2,6
733384,1,1
733505,1,2
733604,1,1
733645,1,0
733723,2,0
733931,1,2
733967,1,1
733999,1,2
734068,1,2
734155,1,1
734218,1,3
734289,1,0
734297,1,3
734298,1,1
734299,1,1
734301,1,2
734302,1,3
734308,1,1
734313,1,3
734324,1,1
734358,1,1
734415,1,1
734417,1,0
734435,1,0
734436,1,0
734507,1,2
734521,2,6
734523,1,12
734527,1,7
734639,1,1
734656,1,2
734657,1,2
734672,2,4
734708,1,10
734746,1,1
734753,2,7
734765,1,1
734776,1,2
734781,1,4
734832,2,5
734906,1,2
734943,1,1
734948,1,6
734960,1,3
734978,1,2
735061,1,2
735068,1,0
735092,1,1
735307,1,2
735444,1,1
735559,3,8
735568,3,11
735569,5,16
735626,2,2
735691,1,1
735739,1,2
735752,1,2
735754,1,2
735759,1,1
735769,1,2
735795,1,8
735796,1,2
735797,1,20
735800,5,27
735822,1,1
735850,1,1
735999,1,1
736003,1,2
736034,9,22
736039,1,1
736076,1,1
736078,1,3
736145,1,1
736148,2,5
736149,3,6
736386,2,3
736466,1,0
736491,1,0
736535,1,2
736695,3,17
736720,1,2
736745,1,2
736763,2,2
736765,1,2
736825,1,2
736931,1,1
736939,1,2
736981,5,19
736999,5,7
737007,1,0
737016,1,7
737068,1,1
737071,3,8
737072,1,5
737122,1,2
737171,2,3
737172,2,8
737212,1,1
737295,2,8
737297,4,14
737303,2,8
737310,1,1
737323,2,8
737324,1,7
737333,1,2
737334,7,20
737357,1,2
737359,2,16
737369,2,4
737373,1,1
737376,2,3
737412,1,2
737454,1,2
737464,1,5
737465,2,7
737466,1,3
737473,1,4
737478,1,7
737479,1,4
737510,1,4
737522,3,7
737555,1,1
737577,1,4
737587,2,3
737588,1,5
737652,2,7
737659,1,7
737680,1,1
737681,1,1
737690,2,4
737691,1,4
737696,1,3
737700,2,4
737721,1,1
737722,1,1
737755,3,5
737756,1,1
737813,1,0
737881,1,0
737979,4,10
737983,1,3
737990,1,1
738010,1,3
738031,1,4
738032,1,1
738039,4,5
738047,3,5
738061,3,5
738066,1,1
738072,1,2
738077,1,1
738080,1,2
738141,1,0
738232,1,1
738252,1,1
738270,1,4
738274,1,1
738304,1,1
738356,1,2
738385,1,0
738387,1,3
738391,2,2
738411,1,2
738412,1,1
738413,1,0
738414,1,3
738420,2,3
738439,1,1
738501,1,2
738571,1,1
738573,1,2
738596,1,1
738612,1,2
738620,1,3
738622,1,0
738623,1,0
738638,1,2
738639,1,4
738650,1,1
738663,1,1
738721,1,3
738725,2,1
738756,1,1
738777,1,1
738781,1,1
738787,1,1
738791,1,1
738808,1,3
738949,1,0
738970,1,1
739093,1,1
739110,1,1
739180,1,1
739343,1,1
739368,1,1
739723,1,1
739741,1,1
739970,1,1
739992,1,2
740008,1,2
740036,1,3
740061,1,1
740140,1,1
740171,1,1
740280,1,3
740285,1,3
740356,1,0
740388,1,2
740424,1,2
740501,1,0
740726,1,3
741129,1,0
741172,1,1
741753,1,1
741838,1,0
741901,1,3
741909,1,2
741931,1,1
742191,1,2
742196,1,1
742416,1,1
742458,1,2
742473,1,2
742863,1,0
742894,1,1
742971,1,1
743003,1,0
743010,1,1
743020,1,1
743347,1,2
743421,1,1
743423,2,4
743556,1,2
743565,1,2
743746,1,2
743902,1,1
743931,1,1
744130,1,2
744296,1,0
744418,1,1
744542,1,2
744563,1,0
744565,1,1
744619,1,1
744705,1,2
744724,1,4
744739,1,1
744740,1,4
744788,1,2
744816,1,1
744856,1,0
745022,1,2
745174,1,1
745200,1,3
745218,3,7
745315,2,5
745325,1,2
745354,1,1
745540,1,2
745546,1,0
745554,3,7
745562,1,2
745654,5,12
745667,1,1
745683,1,2
745695,4,6
745747,4,7
745748,1,5
745760,1,2
745795,1,2
745813,1,1
745814,1,2
745881,1,1
745895,1,4
745898,1,1
745902,1,3
745914,1,1
746091,1,2
746096,1,1
746104,1,2
746108,1,2
746134,1,0
746135,1,2
746138,1,2
746156,1,1
746160,1,2
746203,3,7
746205,1,3
746243,1,5
746277,1,2
746335,1,1
746338,1,0
746370,1,0
746392,1,1
746429,2,5
746433,2,6
746437,1,4
746453,1,2
746461,1,5
746478,1,2
746486,2,14
746491,1,0
746496,1,5
746498,2,11
746500,3,8
746533,1,0
746540,2,11
746545,1,1
746575,1,5
746589,1,0
746623,1,3
746642,1,2
746657,1,2
746668,1,0
746674,1,1
746683,2,2
746685,1,2
746686,1,4
746695,2,7
746728,1,1
746752,1,2
746837,1,0
746838,1,0
746849,1,2
746850,3,7
746867,1,1
746893,1,1
746895,1,1
746906,2,6
746923,1,4
746987,1,3
747011,1,1
747018,1,3
747025,1,1
747029,6,23
747039,2,5
747061,1,3
747071,4,5
747074,1,2
747115,1,1
747127,2,6
747128,3,15
747132,1,4
747141,1,1
747149,1,2
747178,1,1
747212,1,2
747259,1,1
747299,1,1
747373,1,2
747385,1,2
747403,1,2
747426,1,1
747430,1,3
747490,1,0
747505,1,8
747511,1,4
747539,1,1
747549,1,0
747559,1,4
747570,1,4
747617,1,2
747619,1,5
747633,1,2
747666,1,0
747687,1,3
747718,1,0
747936,1,1
747939,1,1
747941,1,4
747966,1,2
748155,1,1
748326,1,1
748571,1,2
748626,1,2
748814,1,1
748830,1,1
748861,1,2
749028,1,0
749120,1,1
749563,1,1
749589,1,1
749718,1,2
749738,1,1
749764,1,1
749920,1,1
749953,1,1
749975,1,2
750110,2,1
750141,1,2
750274,6,10
750298,2,4
750905,1,1
750993,1,1
750999,1,0
751008,1,1
751067,1,2
751131,1,1
751164,2,2
751255,1,0
751513,1,2
751986,1,1
752014,2,0
752020,1,0
752070,1,2
752210,1,1
752387,1,1
752486,1,1
752978,1,1
753023,1,2
753028,1,2
753142,1,2
753196,1,2
753242,1,3
753275,1,2
753300,1,4
753692,1,0
753798,1,1
753800,1,2
753821,1,2
754026,1,1
754039,1,5
754072,1,1
754253,1,2
754385,5,12
754386,1,2
754471,2,0
754475,1,3
754481,1,0
754553,2,6
754554,2,6
754555,2,3
754616,1,1
754618,1,2
754619,4,6
754624,2,6
754628,1,2
754636,1,1
754651,1,2
754675,1,1
754680,2,10
754686,1,1
754762,1,1
754785,1,5
754843,1,1
754887,1,1
754936,1,1
754997,2,2
755001,1,1
755035,1,2
755036,1,1
755048,3,6
755080,4,8
755087,1,0
755103,1,2
755231,1,10
755241,1,1
755256,5,31
755262,1,2
755263,1,4
755267,2,6
755269,1,4
755272,2,6
755275,1,4
755331,1,2
755335,2,1
755370,1,3
755371,3,5
755374,1,0
755397,1,1
755499,1,1
755625,2,5
755662,1,3
755716,1,1
755755,1,4
755771,2,6
755802,1,2
755804,1,1
755820,1,2
755829,2,1
755869,7,26
755872,1,1
755873,1,1
755876,1,2
755892,1,2
755897,1,7
755900,4,21
755904,1,2
755935,1,3
755938,2,1
755940,1,3
755948,3,3
755980,1,5
755994,1,3
756008,1,3
756014,1,1
756017,1,3
756022,1,1
756027,1,5
756029,1,4
756076,1,1
756083,1,2
756139,1,1
756154,1,1
756214,1,2
756345,1,1
756381,1,2
756564,2,2
756633,1,1
756639,1,0
756672,1,1
756699,3,2
756700,1,2
756718,1,2
756735,1,3
756756,2,4
756758,1,0
756776,2,5
756779,1,2
756785,1,1
756888,1,3
756908,1,1
756913,1,3
756923,3,12
756927,2,10
756929,1,1
756939,2,2
756940,1,7
756980,1,3
757037,1,1
757094,1,1
757346,1,2
757443,1,0
757534,1,2
757752,1,2
757753,1,2
757797,1,2
757810,2,0
757848,1,1
757987,1,1
758065,1,2
758150,1,1
758374,2,5
758376,2,3
758381,1,2
758382,4,11
758388,1,0
758393,1,4
758394,1,3
758396,1,0
758427,2,6
758451,1,1
758492,2,6
758499,3,6
758536,1,1
758540,1,3
758666,2,6
758730,1,1
758826,1,1
758994,1,2
759152,1,2
759245,1,1
759331,1,1
759492,1,1
759556,2,3
759596,1,0
759600,3,13
759644,1,2
759664,2,4
759683,1,1
759701,3,8
759703,3,5
759728,1,1
759730,3,6
759770,1,1
759780,1,3
759827,1,3
759832,1,1
759841,2,5
759877,5,18
759894,1,1
759903,1,2
759913,1,2
759950,1,1
759961,1,0
759963,1,1
759990,1,2
760110,1,1
760111,1,2
760123,1,2
760154,1,0
760172,1,1
760271,2,2
760306,1,1
760340,1,0
760350,1,1
760368,1,0
760391,1,0
760488,1,2
760498,1,1
760531,1,0
760574,4,8
760580,1,4
760581,1,4
760615,1,0
760634,1,2
760709,1,1
760713,1,2
760720,1,5
760721,2,2
760783,1,2
760791,1,1
760798,3,5
760824,2,1
760835,1,4
760836,1,3
760853,2,2
760862,1,3
760876,1,5
760906,1,1
760931,1,0
760965,1,3
760972,1,2
760984,1,3
760985,1,4
761001,1,0
761024,3,3
761085,1,1
761113,1,1
761120,2,4
761150,1,4
761151,1,1
761180,2,8
761203,2,6
761213,3,6
761236,2,6
761256,2,10
761260,1,1
761275,6,26
761278,5,18
761281,1,4
761332,1,1
761336,1,2
761338,8,20
761339,1,1
761352,1,1
761368,1,3
761369,2,3
761385,1,1
761394,1,1
761423,1,1
761426,1,1
761427,1,1
761437,1,1
761443,1,1
761471,1,2
761518,3,9
761523,3,9
761525,1,3
761527,1,1
761590,1,4
761594,1,2
761603,1,1
761626,1,3
761627,3,12
761691,11,56
761692,2,6
761826,1,6
761918,2,7
762005,1,3
762012,3,3
762016,1,1
762018,1,1
762033,1,2
762050,2,11
762051,1,1
762052,3,7
762053,2,13
762060,1,1
762077,1,1
762086,1,3
762089,1,1
762100,1,1
762147,1,5
762149,1,2
762156,3,13
762158,4,6
762196,1,1
762198,1,0
762210,1,0
762232,4,9
762233,2,6
762239,1,2
762241,2,4
762243,2,2
762251,1,1
762266,3,11
762267,1,6
762274,1,1
762294,5,12
762325,2,3
762333,1,1
762391,1,2
762424,1,2
762471,1,2
762492,2,3
762516,1,1
762570,4,20
762574,1,5
762579,5,15
762588,2,1
762589,3,13
762592,2,5
762614,1,2
762629,2,4
762705,5,22
762707,2,8
762723,1,3
762724,2,4
762741,2,7
762764,2,1
762766,3,3
762770,3,5
762772,1,1
762781,1,3
762796,1,5
762807,2,2
762808,3,4
762836,1,1
762868,2,5
762904,2,3
762915,1,1
762916,3,9
762922,2,6
762933,1,1
762941,1,1
762946,1,2
762979,1,1
763022,2,3
763040,2,7
763054,3,10
763086,1,5
763091,3,8
763105,1,3
763106,1,3
763108,1,1
763109,1,1
763165,1,0
763177,2,6
763185,1,3
763189,1,1
763205,1,3
763211,3,19
763213,1,2
763323,1,10
763325,2,4
763341,1,1
763343,1,2
763344,1,3
763352,1,2
763372,1,2
763375,1,5
763409,1,4
763422,1,0
763472,2,6
763485,1,4
763494,5,20
763499,12,50
763500,2,5
763518,1,4
763528,1,1
763586,1,1
763606,2,2
763609,9,16
763651,1,1
763734,1,3
763767,1,2
764080,1,0
764150,1,2
764541,1,0
764600,1,9
764735,1,2
764902,1,3
764966,1,0
765074,1,0
765114,1,2
765147,1,1
765190,1,1
765283,1,2
765292,1,1
765299,1,7
765300,3,3
765504,1,2
765710,1,1
765770,1,1
765878,1,1
765888,1,1
765918,1,1
765955,1,3
765973,1,4
766079,1,2
766428,1,1
766842,1,0
767080,1,1
767105,1,1
767156,2,0
767258,1,3
767285,1,0
767346,1,3
767482,1,2
767483,1,2
767548,1,1
767612,1,2
767615,1,1
767678,1,0
767780,1,1
767790,1,1
767992,3,1
767996,4,3
767997,4,3
768005,4,1
768134,1,1
768147,1,1
768286,1,3
768469,1,1
768494,1,0
768509,2,0
768513,1,0
768559,1,0
768844,2,2
768855,1,3
769019,2,3
769303,1,1
769387,1,0
769422,1,1
769486,1,3
769487,1,3
769760,1,1
769771,1,2
769840,1,1
769932,1,1
769943,1,2
770151,1,3
770366,1,1
770784,1,1
770811,1,0
770905,1,1
771063,1,1
771116,2,5
771238,1,1
771328,1,2
771424,1,1
771444,1,0
771452,1,0
771461,2,1
771515,1,1
771641,1,2
771650,1,3
772102,1,2
772210,1,2
772211,1,2
772213,1,2
772257,1,1
772295,1,0
772741,1,2
773119,1,1
773185,1,1
773213,1,0
773429,1,2
773598,1,0
773599,1,0
773622,1,2
773702,1,1
773704,1,2
773717,1,3
773785,3,8
773793,1,2
773806,1,2
773823,1,3
773867,3,8
773870,1,1
773884,1,0
773946,1,2
773965,8,17
773966,7,18
773967,1,0
774029,3,7
774043,1,1
774139,2,1
774179,1,1
774205,1,2
774207,1,1
774208,1,1
774226,1,3
774264,1,1
774282,1,1
774283,1,9
774284,1,2
774304,3,11
774305,2,8
774306,4,9
774328,3,6
774371,1,1
774405,1,2
774411,1,7
774432,1,1
774433,1,3
774443,1,3
774446,1,2
774483,1,0
774488,1,1
774510,1,3
774527,1,3
774531,1,1
774540,1,2
774542,1,1
774637,1,2
774657,1,1
774658,1,1
774668,1,2
774670,1,1
774693,2,11
774695,6,36
774720,1,1
774740,1,1
774778,1,1
774832,6,25
774870,1,1
774921,1,2
774937,1,4
774939,1,3
774956,1,0
774957,1,0
774961,3,4
774986,1,0
775015,1,3
775029,1,4
775037,1,1
775084,1,1
775085,1,1
775113,1,1
775117,1,3
775125,1,2
775141,5,12
775239,1,1
775246,1,1
775270,2,1
775283,1,0
775319,1,1
775346,1,3
775347,2,6
775401,1,1
775415,1,1
775493,1,0
775497,7,14
775502,1,0
775507,1,2
775577,1,5
775578,1,3
775621,1,0
775646,12,38
775678,1,1
775742,1,1
775803,1,1
775834,3,7
775835,1,3
775842,1,3
775844,2,5
775882,1,1
775890,1,0
775924,2,4
775926,3,6
775960,1,1
776026,1,1
776097,1,7
776111,1,1
776113,1,1
776120,2,2
776122,5,11
776125,1,2
776150,1,5
776198,1,3
776232,1,0
776239,1,3
776256,1,1
776257,1,1
776310,3,5
776487,1,1
776490,5,9
776518,1,1
776536,3,3
776611,2,11
776629,4,9
776632,6,24
776633,1,2
776634,2,2
776680,2,10
776758,1,4
776792,1,4
776814,1,4
776854,3,12
776859,1,3
776896,7,16
776902,1,1
776904,1,0
776925,1,1
776945,1,1
776987,1,1
776992,7,13
777040,1,0
777072,1,1
777093,1,1
777141,1,1
777146,3,7
777147,2,4
777174,1,3
777179,3,7
777180,2,5
777217,1,3
777234,1,5
777236,1,1
777300,1,1
777304,1,3
777318,1,5
777324,1,2
777332,1,7
777333,1,1
777386,1,2
777395,1,1
777425,3,2
777440,1,2
777518,1,0
777542,2,5
777543,3,5
777545,2,1
777547,1,0
777566,1,1
777578,1,4
777580,1,3
777581,1,1
777593,2,14
777632,1,0
777648,1,0
777662,1,2
777910,1,1
777941,1,0
777986,1,1
778136,1,1
778193,1,2
778203,1,1
778215,1,2
778275,1,2
778402,1,2
778535,1,4
778931,1,1
778934,1,1
779046,1,0
779228,1,1
779502,1,0
779512,1,2
779653,1,2
779668,1,0
779778,1,2
779806,1,2
779815,1,2
779925,1,1
780078,1,2
780391,1,2
780448,1,1
780624,1,1
780682,1,2
780705,1,3
780711,1,0
780895,1,0
780945,1,1
780954,1,1
781029,1,2
781180,1,3
781252,1,2
781254,1,1
781255,1,1
781259,3,15
781260,1,2
781261,1,3
781278,1,2
781305,1,1
781326,1,1
781407,1,1
781539,1,1
781692,1,2
781755,1,1
781935,1,2
782121,1,1
782360,1,1
782466,1,3
782548,1,4
783051,1,1
783089,1,2
783523,1,0
783643,1,0
783778,1,0
783802,1,1
783844,1,1
783875,1,2
784065,1,1
784206,1,1
784266,1,1
784296,1,1
784623,1,1
784758,1,1
784833,1,1
784986,1,1
784994,1,1
785269,1,2
785504,1,3
785529,1,1
785565,1,2
785611,1,1
785672,1,0
785681,1,1
786193,1,1
786205,1,3
786281,1,1
786286,1,2
786327,1,1
786351,1,0
786378,2,2
786379,1,14
786383,1,2
786410,2,6
786417,1,2
786427,1,4
786459,1,1
786468,1,2
786486,1,1
786495,1,2
786529,1,4
786533,1,3
786632,1,1
786643,1,1
786734,1,1
786776,1,1
786930,1,0
787032,1,1
787089,1,1
787109,1,1
787193,1,1
787293,1,1
787658,1,3
787660,1,0
787835,1,1
787866,1,2
787915,1,1
788136,1,1
788147,1,0
788172,1,2
788268,2,3
788332,8,22
788335,1,1
788346,2,4
788349,3,7
788352,2,7
788420,1,1
788426,2,4
788434,2,7
788445,2,6
788456,2,6
788483,1,0
788488,2,3
788588,1,1
788589,1,2
788656,1,2
788658,4,7
788664,1,1
788685,3,13
788698,1,3
788699,2,6
788700,1,2
788703,2,2
788706,4,9
788716,3,6
788717,1,1
788721,1,2
788731,2,4
788735,2,6
788737,1,1
788764,2,3
788793,1,0
788922,1,0
788923,1,2
789004,2,1
789014,1,1
789015,3,5
789041,1,1
789049,1,1
789099,1,0
789106,3,5
789124,1,3
789158,3,13
789175,1,1
789219,1,2
789222,2,7
789223,1,4
789225,1,5
789241,2,2
789251,1,1
789266,1,2
789268,3,17
789303,1,3
789305,2,2
789340,1,3
789342,1,4
789355,1,1
789374,2,7
789375,1,3
789423,2,5
789429,1,1
789496,2,6
789498,1,4
789499,1,2
789521,2,2
789522,1,1
789529,1,4
789579,1,1
789593,1,2
789601,1,1
789614,1,1
789620,1,1
789638,1,1
789688,2,5
789715,2,7
789738,1,0
789740,1,2
789759,1,2
789807,1,2
789829,3,7
789872,1,1
789888,3,5
789890,2,3
789891,2,4
789896,1,1
789900,1,1
789922,1,4
789923,1,1
789930,1,0
789935,1,1
789965,3,9
789970,1,3
789971,1,1
789974,1,1
789988,1,1
789995,1,1
790011,1,2
790036,1,1
790109,1,1
790150,4,11
790161,2,3
790162,1,5
790223,1,0
790226,1,0
790264,1,1
790272,1,1
790300,1,1
790315,1,3
790316,2,3
790352,2,2
790377,3,4
790379,1,3
790382,1,2
790412,4,7
790413,1,2
790422,1,3
790424,1,1
790426,1,2
790464,1,1
790478,2,3
790522,1,1
790583,1,1
790601,2,3
790629,1,1
790639,1,2
790693,1,5
790702,1,3
790711,1,3
790768,1,4
790786,3,5
790787,1,1
790819,1,1
790831,1,2
790851,1,1
790852,1,1
790862,1,4
790868,2,4
790880,6,5
790884,1,1
790891,1,1
790913,1,2
790935,1,1
790946,1,0
790958,1,2
790965,1,1
790995,1,1
791014,1,1
791026,1,3
791091,1,0
791152,1,1
791165,1,3
791197,1,3
791413,1,0
791564,1,3
791762,1,2
791823,1,0
792029,1,1
792030,1,0
792031,2,3
792039,4,6
792312,1,1
792404,1,1
792502,1,2
792778,1,1
792815,1,1
792818,1,1
792837,1,0
792861,1,1
793078,1,2
793363,1,1
793373,1,1
793407,1,1
793482,1,0
793504,1,1
793736,1,0
793985,1,1
794106,1,1
794218,1,3
794222,1,3
794366,1,1
794369,1,1
794521,2,0
794576,1,1
794606,1,1
794725,1,1
794824,1,3
795042,1,3
795175,1,1
795178,1,0
795186,1,0
795344,1,1
795698,1,1
1774520,11,23
1775165,1,13
1775166,1,13
1775334,2,2
1778249,1,1
1783935,3,8
1783936,6,11
1785707,1,1
2257587,1,1
2257723,1,2
2257999,1,0
2258045,1,1
2258484,1,1
2258675,1,2
2258754,1,0
2259167,1,1
2259291,1,1
2259382,1,1
2259619,1,2
2259629,1,1
2260283,1,1
2260384,1,2
2260613,1,1
2260746,1,1
2260774,1,2
2261068,1,1
2261259,1,1
2261282,1,1
2261404,1,1
2261524,1,1
2261580,1,3
2262014,1,3
2262217,1,2
2262347,1,1
2262507,1,1
2262652,1,2
2262714,1,2
2263052,1,1
2263122,1,2
2263210,1,2
2263954,1,1
2263967,1,1
2264018,1,0
2264531,1,1
2264642,1,1
2265128,1,2
2265383,1,1
2265626,1,3
2265633,1,1
2265642,1,1
2265978,1,3
2266014,1,2
2266433,1,1
2266659,1,1
2266673,1,3
